Placa,Codigo Verificacion Placa,Fecha_Emision,Año.del.Permiso,Pago Fisico,Cuotas Permiso,Codigo_SII,Comuna_Propietario,Comuna_Permiso,Valor_Contado,Total_a_Pagar,Año_Fabricacion,TipoVehiculo,Marca,Modelo,Cilindrada,Equipamiento,Combustible,Transmision,Tonelaje,Comuna_Anterior,Comuna_Anterior,Comuna_rev,Fecha_Vencimiento
GBXB-84,9,2021-05-05,2021,Pagado internet,Total,CT176026214,RIO IBAÑEZ,RIO IBAÑEZ,44476,46085,2014,CAMIONETA,NISSAN,NAVARA,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DZVD-96,3,2021-04-23,2021,Pagado internet,Total,SU235006013,COYHAIQUE,RIO IBAÑEZ,30965,31492,2013,STATION WAGON,TOYOTA,ADVANTAGE,2400,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PFPB-11,0,2021-04-01,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,131590,163474,2019,CAMIONETA,MAXUS,T60,2800,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PFPB-10,2,2021-04-01,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,131590,163474,2021,CAMIONETA,MAXUS,T60 DCAB 4X4 2.8,2800,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LBPC-86,8,2021-04-06,2021,Pagado internet,Total,CT160012619,COYHAIQUE,RIO IBAÑEZ,158481,161181,2019,CAMIONETA,MAZDA,BT50,3200,Full,Dies,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PFPC-11,7,2021-03-11,2021,Pagado internet,Total,VN050003207,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2007,STATION WAGON,CHEVROLET,CAPTIVA,2000,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PGJJ-68,5,2021-01-22,2021,Pagado internet,Total,VN132010610,RIO IBAÑEZ,RIO IBAÑEZ,48187,4016,2010,STATION WAGON,KIA MOTORS,SORENTO,2200,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
PGJJ-68,5,2021-03-31,2021,Pagado internet,Total,VN132010610,RIO IBAÑEZ,RIO IBAÑEZ,42591,42591,2010,STATION WAGON,KIA MOTORS,SORENTO,2200,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FKXV-65,6,2021-02-26,2021,Pagado internet,1ra. Cuota,CT176026213,CHILLAN,RIO IBAÑEZ,114288,57144,2013,CAMIONETA,NISSAN,NAVARA,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
FKXV-65,6,2021-09-03,2021,Pagado internet,2da. Cuota,CT176026213,CHILLAN,RIO IBAÑEZ,114288,59225,2013,CAMIONETA,NISSAN,NAVARA,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GBKZ-35,7,2021-03-03,2021,Pagado internet,Total,HB235005314,LO BARNECHEA,RIO IBAÑEZ,94865,94865,2014,AUTOMOVIL,TOYOTA,AURIS,1600,Full,Benc,Aut,0,138,LO BARNECHEA,LO BARNECHEA,2022-03-31 00:00:00.000
YC-8903,K,2021-03-08,2021,Pagado internet,Total,VN235003305,OSORNO,RIO IBAÑEZ,45039,45039,2005,STATION WAGON,TOYOTA,4RUNNER,4000,Full,Benc,Aut,0,184,OSORNO,OSORNO,2022-03-31 00:00:00.000
JKVV-89,3,2021-03-08,2021,Pagado internet,Total,HB132009917,LAS CONDES,RIO IBAÑEZ,136436,136436,2017,Hatchback,KIA MOTORS,RIO,1600,Full,Benc,Mec,0,138,LO BARNECHEA,LO BARNECHEA,2022-03-31 00:00:00.000
FZHP-93,9,2021-03-08,2021,Pagado internet,Total,CT235013314,COYHAIQUE,RIO IBAÑEZ,55923,55923,2014,CAMIONETA,TOYOTA,HILUX,2500,Full,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
PJT-014,4,2021-03-11,2021,Pagado internet,Total,MT106029820,LAS CONDES,RIO IBAÑEZ,54598,54598,2020,MOTO,HONDA,CB,500,NULL,Benc,Mec,0,306,TEMUCO,TEMUCO,2022-03-31 00:00:00.000
PLRG-61,6,2021-03-11,2021,Pagado internet,Total,NULL,LAS CONDES,RIO IBAÑEZ,100290,91848,2021,AUTOMOVIL,HYUNDAI,ATOS AH2 HB 1.1,1100,EQUI,BENC,MEC,0,129,LAS CONDES,LAS CONDES,2022-03-31 00:00:00.000
JVPX-66,6,2021-03-11,2021,Pagado internet,Total,SU229031617,LAS CONDES,RIO IBAÑEZ,203707,203707,2017,AUTOMOVIL,SUZUKI,S-CROSS,1400,Full,Benc,Aut,0,129,LAS CONDES,LAS CONDES,2022-03-31 00:00:00.000
PDYX-29,0,2021-03-11,2021,Pagado internet,Total,SU227050620,VIÑA DEL MAR,RIO IBAÑEZ,555195,555195,2020,STATION WAGON,SUBARU,OUTBACK,2500,Full,Benc,Aut,0,331,VIÑA DEL MAR,VIÑA DEL MAR,2022-03-31 00:00:00.000
JWFY-67,7,2021-03-11,2021,Pagado internet,Total,SU227039417,SANTIAGO,RIO IBAÑEZ,219001,219001,2017,STATION WAGON,SUBARU,XV,2000,Full,Benc,Aut,0,84,ESTACION CENTRAL,ESTACION CENTRAL,2022-03-31 00:00:00.000
BWHP-37,3,2021-03-02,2021,Pagado internet,Total,SU141005709,COLINA,RIO IBAÑEZ,142437,142437,2009,JEEP,LAND ROVER,DISCOVERY,4000,Full,Benc,Aut,0,51,COLINA,COLINA,2022-03-31 00:00:00.000
YP-4733,0,2021-03-11,2021,Pagado internet,Total,SU132007605,VITACURA,RIO IBAÑEZ,30987,30987,2005,SUV,KIA MOTORS,SPORTAGE,2000,Full,Diés,Mec,0,129,LAS CONDES,LAS CONDES,2022-03-31 00:00:00.000
CZYS-65,6,2021-03-19,2021,Pagado internet,Total,SD050025311,ÑUÑOA,RIO IBAÑEZ,27938,27938,2011,Sedan,CHEVROLET,AVEO,1400,Equi,Benc,Mec,0,332,VITACURA,VITACURA,2022-03-31 00:00:00.000
HYCB-34,0,2021-03-19,2021,Pagado internet,Total,CT225001614,COYHAIQUE,RIO IBAÑEZ,37721,37720,2014,CAMIONETA,SSANGYONG,A.SPORTS,2000,Full,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
PLGK-97,2,2021-03-19,2021,Pagado internet,1ra. Cuota,NULL,LAS CONDES,RIO IBAÑEZ,297215,148608,2021,STATION WAGON,NISSAN,QASHQAI J11 2.0,2000,FULL,BENC,MEC,0,129,LAS CONDES,LAS CONDES,2021-08-31 00:00:00.000
PLGK-97,2,2021-08-31,2021,Pagado internet,2da. Cuota,NULL,LAS CONDES,RIO IBAÑEZ,297215,150540,2021,STATION WAGON,NISSAN,QASHQAI J11 2.0,2000,FULL,BENC,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HRZY-90,7,2021-03-19,2021,Pagado internet,1ra. Cuota,HB077017616,LAS CONDES,RIO IBAÑEZ,61553,30777,2016,Hatchback,FIAT,UNO WAY,1400,Equi,Benc,Mec,0,129,LAS CONDES,LAS CONDES,2021-08-31 00:00:00.000
HRZY-90,7,2021-08-30,2021,Pagado internet,2da. Cuota,HB077017616,LAS CONDES,RIO IBAÑEZ,61553,31177,2016,Hatchback,FIAT,UNO WAY,1400,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PLZP-56,6,2021-03-19,2021,Pagado internet,Total,NULL,ÑUÑOA,RIO IBAÑEZ,420454,420454,2021,VAN,PEUGEOT,2008 PURETECH 130 1.2,1200,FULL,BENC,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HBGZ-63,K,2021-03-19,2021,Pagado internet,Total,SD197012815,SANTIAGO,RIO IBAÑEZ,52921,52921,2015,Sedan,RENAULT,SYMBOL,1600,Full,Benc,Mec,0,299,SANTIAGO,SANTIAGO,2022-03-31 00:00:00.000
CJFC-31,4,2021-04-08,2021,Pagado internet,Total,VN111007501,RIO IBAÑEZ,RIO IBAÑEZ,25683,25923,2001,STATION WAGON,HYUNDAI,TERRACAN,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PCKY-46,2,2021-03-27,2021,Pagado internet,Total,VN050003309,RIO IBAÑEZ,RIO IBAÑEZ,27257,27257,2009,STATION WAGON,CHEVROLET,CAPTIVA,2000,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FTPY-12,8,2021-04-30,2021,Pagado internet,Total,HB229011713,LAS CONDES,RIO IBAÑEZ,42975,43707,2013,AUTOMOVIL,SUZUKI,SWIFT,1400,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LTGG-23,K,2021-01-29,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,150966,150966,2020,CAMION,MERCEDES BENZ,AROCS 33404800PSFULL,NULL,EQUI,DIES,MEC,33500,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-09-30 00:00:00.000
LTGG-23,K,2021-09-30,2021,Pagado internet,Total,NULL,COYHAIQUE,RIO IBAÑEZ,156483,156483,2020,CAMION,MERCEDES BENZ,AROCS 33404800PSFULL,NULL,EQUI,DIES,MEC,33500,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-09-30 00:00:00.000
PCKX-37,7,2021-02-02,2021,Pagado internet,Total,SU111006708,RIO IBAÑEZ,RIO IBAÑEZ,24837,29629,2007,STATION WAGON,HYUNDAI,SANTA FE 4X4 2.2.,2200,Full,Dies,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
PCKX-37,7,2021-04-26,2021,Pagado internet,Total,SU111006708,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,2007,STATION WAGON,HYUNDAI,SANTA FE 4X4 2.2.,2200,Full,Dies,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KYCK-93,8,2021-03-29,2021,Pagado internet,1ra. Cuota,CT079019919,RIO IBAÑEZ,RIO IBAÑEZ,120340,60170,2019,CAMIONETA,FORD,RANGER XL 2.2 MT 4X4,2200,Full,DIES,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KYCK-93,8,2021-08-30,2021,Pagado internet,2da. Cuota,CT079019919,RIO IBAÑEZ,RIO IBAÑEZ,120340,60952,2019,CAMIONETA,FORD,RANGER XL 2.2 MT 4X4,2200,Full,DIES,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KWRY-32,7,2021-03-29,2021,Pagado internet,1ra. Cuota,CT235015219,RIO IBAÑEZ,RIO IBAÑEZ,149614,74808,2019,CAMIONETA,TOYOTA,HILUX DX 2.4 MT 4X4,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KWRY-32,7,2021-08-30,2021,Pagado internet,2da. Cuota,CT235015219,RIO IBAÑEZ,RIO IBAÑEZ,149614,75781,2019,CAMIONETA,TOYOTA,HILUX DX 2.4 MT 4X4,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LRYC-15,7,2021-03-29,2021,Pagado internet,1ra. Cuota,CT050035620,RIO IBAÑEZ,RIO IBAÑEZ,156696,78349,2020,Camionetas,CHEVROLET,D-MAX,2500,FULL,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LRYC-15,7,2021-08-30,2021,Pagado internet,2da. Cuota,CT050035620,RIO IBAÑEZ,RIO IBAÑEZ,156696,79368,2020,Camionetas,CHEVROLET,D-MAX,2500,FULL,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LRBF-53,4,2021-03-29,2021,Pagado internet,1ra. Cuota,CT235015319,TEMUCO,RIO IBAÑEZ,291224,145612,2019,CAMIONETA,TOYOTA,HILUX DX 2.4 MT 4X4,2400,FULL,DIES,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LRBF-53,4,2021-08-30,2021,Pagado internet,2da. Cuota,CT235015319,TEMUCO,RIO IBAÑEZ,291224,147505,2019,CAMIONETA,TOYOTA,HILUX DX 2.4 MT 4X4,2400,FULL,DIES,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PCLJ-77,1,2021-03-29,2021,Pagado internet,1ra. Cuota,NULL,SANTIAGO,RIO IBAÑEZ,589912,294956,2021,CAMIONETA,MITSUBISHI,KATANA L200 2.4 MT,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
PCLJ-77,1,2021-08-30,2021,Pagado internet,2da. Cuota,NULL,SANTIAGO,RIO IBAÑEZ,589912,298790,2021,CAMIONETA,MITSUBISHI,KATANA L200 2.4 MT,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LLVD-10,8,2021-03-29,2021,Pagado internet,1ra. Cuota,CT050034119,COYHAIQUE,RIO IBAÑEZ,333142,166571,2019,CAMIONETA,CHEVROLET,D-MAX 2.5 MT 4X4 DSL E5 DAB ABS,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LLVD-10,8,2021-08-30,2021,Pagado internet,2da. Cuota,CT050034119,COYHAIQUE,RIO IBAÑEZ,333142,168736,2019,CAMIONETA,CHEVROLET,D-MAX 2.5 MT 4X4 DSL E5 DAB ABS,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
WL-9205,0,2021-05-10,2021,Pagado internet,1ra. Cuota,CT166004007,RIO IBAÑEZ,RIO IBAÑEZ,25489,13206,2007,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
DB-2864,6,2021-03-15,2021,Pagado internet,Total,CT176000189,HUECHURABA,RIO IBAÑEZ,25489,25489,1989,CAMIONETA,NISSAN,C/S,3000,NORM,DIES,MEC,0,103,HUECHURABA,HUECHURABA,2022-03-31 00:00:00.000
VS-6311,0,2021-03-15,2021,Pagado internet,Total,HB057002403,TALCAHUANO,RIO IBAÑEZ,25489,25489,2003,Hatchback,DAEWOO,LANOS,1500,Norm,Benc,Mec,0,11,ARAUCO,ARAUCO,2022-03-31 00:00:00.000
DDKH-77,5,2021-03-15,2021,Pagado internet,Total,VN166004511,COYHAIQUE,RIO IBAÑEZ,36970,36970,2011,STATION WAGON,MITSUBISHI,MONTERO,3200,Full,Diés,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
BLHS-49,K,2021-03-15,2021,Pagado internet,Total,SU132010309,ESTACION CENTRAL,RIO IBAÑEZ,61854,61854,2009,STATION WAGON,KIA MOTORS,SORENTO,3300,Full,Benc,Aut,0,223,PUENTE ALTO,PUENTE ALTO,2022-03-31 00:00:00.000
BDLJ-51,6,2021-03-15,2021,Pagado internet,Total,HB229009608,PROVIDENCIA,RIO IBAÑEZ,28899,28899,2008,Hatchback,SUZUKI,SX4,1600,Equi,Benc,Mec,0,299,SANTIAGO,SANTIAGO,2022-03-31 00:00:00.000
CJZS-48,2,2021-03-15,2021,Pagado internet,Total,SU121003810,PUERTO VARAS,RIO IBAÑEZ,106969,106969,2010,SUV,JEEP,WRANGLER,3800,Full,Benc,Aut,0,228,PUERTO VARAS,PUERTO VARAS,2022-03-31 00:00:00.000
FGLK-58,K,2021-03-15,2021,Pagado internet,Total,SU111009913,COPIAPO,RIO IBAÑEZ,104717,104717,2013,STATION WAGON,HYUNDAI,TUCSON,2000,Full,Benc,Aut,0,59,COPIAPO,COPIAPO,2022-03-31 00:00:00.000
GVCR-81,1,2021-03-22,2021,Pagado internet,Total,SU229024814,PUERTO VARAS,RIO IBAÑEZ,66995,66995,2014,SUV,SUZUKI,SX4,1600,Full,Benc,Mec,0,225,PUERTO MONTT,PUERTO MONTT,2022-03-31 00:00:00.000
HSGL-29,9,2021-03-22,2021,Pagado internet,Total,CT176032316,VITACURA,RIO IBAÑEZ,310089,310089,2016,CAMIONETA,NISSAN,NP300,2300,Full,Diés,Aut,0,113,LA ESTRELLA,LA ESTRELLA,2022-03-31 00:00:00.000
FXRJ-78,9,2021-03-22,2021,Pagado internet,Total,SU197005514,RIO IBAÑEZ,RIO IBAÑEZ,27070,27070,2014,STATION WAGON,RENAULT,DUSTER,2000,Full,Benc,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
GWSW-13,2,2021-03-22,2021,Pagado internet,Total,SU229025915,COYHAIQUE,RIO IBAÑEZ,33123,33123,2015,STATION WAGON,SUZUKI,GRAND NOMADE,2400,Full,Benc,Mec,0,63,COYHAIQUE,COYHAIQUE,2022-03-31 00:00:00.000
FVWS-90,5,2021-03-22,2021,Pagado internet,Total,SU227036813,PROVIDENCIA,RIO IBAÑEZ,103591,103591,2013,STATION WAGON,SUBARU,XV,2000,Full,Benc,Aut,0,203,PEÑALOLEN,PEÑALOLEN,2022-03-31 00:00:00.000
HYBK-42,0,2021-03-22,2021,Pagado internet,Total,HB229014917,PUERTO VARAS,RIO IBAÑEZ,28993,28993,2017,Hatchback,SUZUKI,ALTO,800,Equi,Benc,Mec,0,228,PUERTO VARAS,PUERTO VARAS,2022-03-31 00:00:00.000
GWTL-89,7,2021-03-22,2021,Pagado internet,Total,HB162003115,LAS CONDES,RIO IBAÑEZ,153696,153696,2015,AUTOMOVIL,MERCEDES BENZ,A,1600,Full,Benc,Aut,0,8569,HUALPEN,HUALPEN,2022-03-31 00:00:00.000
WJ-9469,2,2021-03-22,2021,Pagado internet,Total,VN050002907,LA REINA,RIO IBAÑEZ,101339,101339,2007,STATION WAGON,CHEVROLET,TAHOE,5300,Full,Benc,Aut,0,119,LA REINA,LA REINA,2022-03-31 00:00:00.000
GWCC-19,0,2021-03-22,2021,Pagado internet,1ra. Cuota,SU059011815,LAS CONDES,RIO IBAÑEZ,70936,35468,2015,STATION WAGON,DAIHATSU,TERIOS,1500,Full,Benc,Aut,0,129,LAS CONDES,LAS CONDES,2021-08-31 00:00:00.000
GWCC-19,0,2021-08-18,2021,Pagado internet,2da. Cuota,SU059011815,LAS CONDES,RIO IBAÑEZ,70936,35929,2015,STATION WAGON,DAIHATSU,TERIOS,1500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GTCW-83,9,2021-03-27,2021,Pagado internet,Total,SD197013814,PEÑALOLEN,RIO IBAÑEZ,210838,210838,2014,AUTOMOVIL,RENAULT,MEGANE3,2000,Full,Benc,Mec,0,203,PEÑALOLEN,PEÑALOLEN,2022-03-31 00:00:00.000
FFWP-40,5,2021-03-27,2021,Pagado internet,Total,SU013003113,LO BARNECHEA,RIO IBAÑEZ,296854,296854,2013,STATION WAGON,AUDI,Q5,3000,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PCXZ-51,K,2021-03-27,2021,Pagado internet,1ra. Cuota,CT159000520,PROVIDENCIA,RIO IBAÑEZ,259688,129844,2020,CAMIONETA,MAXUS,T60,2800,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
PCXZ-51,K,2021-08-30,2021,Pagado internet,2da. Cuota,CT159000520,PROVIDENCIA,RIO IBAÑEZ,259688,131532,2020,CAMIONETA,MAXUS,T60,2800,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LWZP-81,6,2021-03-27,2021,Pagado internet,1ra. Cuota,SU235013820,SANTIAGO,RIO IBAÑEZ,709412,354706,2020,STATION WAGON,TOYOTA,4RUNNER,4000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LWZP-81,6,2021-08-30,2021,Pagado internet,2da. Cuota,SU235013820,SANTIAGO,RIO IBAÑEZ,709412,359317,2020,STATION WAGON,TOYOTA,4RUNNER,4000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KWRY-64,5,2021-03-27,2021,Pagado internet,1ra. Cuota,SU079006919,TEMUCO,RIO IBAÑEZ,186911,93456,2019,STATION WAGON,FORD,ECOSPORT,1500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KWRY-64,5,2021-08-30,2021,Pagado internet,2da. Cuota,SU079006919,TEMUCO,RIO IBAÑEZ,186911,94671,2019,STATION WAGON,FORD,ECOSPORT,1500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KVDJ-34,8,2021-03-27,2021,Pagado internet,1ra. Cuota,CT235015719,RIO IBAÑEZ,RIO IBAÑEZ,124333,62167,2019,CAMIONETA,TOYOTA,HILUX,2400,Equi,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KVDJ-34,8,2021-08-30,2021,Pagado internet,2da. Cuota,CT235015719,RIO IBAÑEZ,RIO IBAÑEZ,124333,62975,2019,CAMIONETA,TOYOTA,HILUX,2400,Equi,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KJLX-49,8,2021-03-27,2021,Pagado internet,1ra. Cuota,CT166006618,SANTIAGO,RIO IBAÑEZ,94162,47081,2018,CAMIONETA,MITSUBISHI,L200,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KJLX-49,8,2021-08-30,2021,Pagado internet,2da. Cuota,CT166006618,SANTIAGO,RIO IBAÑEZ,94162,47693,2018,CAMIONETA,MITSUBISHI,L200,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KLXW-82,1,2021-03-27,2021,Pagado internet,1ra. Cuota,CT050030218,PROVIDENCIA,RIO IBAÑEZ,101480,50741,2018,CAMIONETA,CHEVROLET,D-MAX,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KLXW-82,1,2021-08-30,2021,Pagado internet,2da. Cuota,CT050030218,PROVIDENCIA,RIO IBAÑEZ,101480,51401,2018,CAMIONETA,CHEVROLET,D-MAX,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LSWC-96,7,2021-03-27,2021,Pagado internet,1ra. Cuota,SU111024020,RIO IBAÑEZ,RIO IBAÑEZ,103084,51542,2020,STATION WAGON,HYUNDAI,TUCSON,2000,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LSWC-96,7,2021-08-30,2021,Pagado internet,2da. Cuota,SU111024020,RIO IBAÑEZ,RIO IBAÑEZ,103084,52212,2020,STATION WAGON,HYUNDAI,TUCSON,2000,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LSVJ-22,K,2021-03-27,2021,Pagado internet,1ra. Cuota,CT235015720,RIO IBAÑEZ,RIO IBAÑEZ,146457,73229,2020,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LSVJ-22,K,2021-08-30,2021,Pagado internet,2da. Cuota,CT235015720,RIO IBAÑEZ,RIO IBAÑEZ,146457,74181,2020,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LKRR-63,1,2021-03-27,2021,Pagado internet,1ra. Cuota,CT235015019,COYHAIQUE,RIO IBAÑEZ,130192,65096,2019,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LKRR-63,1,2021-08-30,2021,Pagado internet,2da. Cuota,CT235015019,COYHAIQUE,RIO IBAÑEZ,130192,65942,2019,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KZWS-82,7,2021-03-27,2021,Pagado internet,1ra. Cuota,SU235013819,RIO IBAÑEZ,RIO IBAÑEZ,200157,100079,2019,STATION WAGON,TOYOTA,4RUNNER,4000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KZWS-82,7,2021-08-30,2021,Pagado internet,2da. Cuota,SU235013819,RIO IBAÑEZ,RIO IBAÑEZ,200157,101380,2019,STATION WAGON,TOYOTA,4RUNNER,4000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KWRY-85,8,2021-03-27,2021,Pagado internet,1ra. Cuota,CT235015019,RIO IBAÑEZ,RIO IBAÑEZ,130192,65096,2019,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KWRY-85,8,2021-08-30,2021,Pagado internet,2da. Cuota,CT235015019,RIO IBAÑEZ,RIO IBAÑEZ,130192,65942,2019,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KYCR-47,6,2021-03-27,2021,Pagado internet,1ra. Cuota,CT235015019,SANTIAGO,RIO IBAÑEZ,130192,65096,2019,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
KYCR-47,6,2021-08-30,2021,Pagado internet,2da. Cuota,CT235015019,SANTIAGO,RIO IBAÑEZ,130192,65942,2019,CAMIONETA,TOYOTA,HILUX,2400,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LSWC-92,4,2021-03-27,2021,Pagado internet,1ra. Cuota,HB111016720,RIO IBAÑEZ,RIO IBAÑEZ,51913,25957,2020,AUTOMOVIL,HYUNDAI,ACCENT,1400,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
LSWC-92,4,2021-08-30,2021,Pagado internet,2da. Cuota,HB111016720,RIO IBAÑEZ,RIO IBAÑEZ,51913,26294,2020,AUTOMOVIL,HYUNDAI,ACCENT,1400,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
